name,height,reach,stance,dob,url,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,num_fights
Liana Jojua,"5' 4""","62""",Orthodox,"Mar 22, 1995",http://ufcstats.com/fighter-details/eebc23626e38f5dc,2.42,30.0,5.32,54.0,1.71,66.0,50.0,1.3,4.0
Rafael Alves,"5' 8""","68""",Orthodox,"Nov 14, 1990",http://ufcstats.com/fighter-details/029afd138865d20a,2.1,47.0,3.56,58.0,0.0,0.0,60.0,1.8,3.0
Marc Diakiese,"5' 10""","73""",Orthodox,"Mar 16, 1993",http://ufcstats.com/fighter-details/32c355b04fc57f3a,3.06,38.0,2.8,54.0,2.13,35.0,62.0,0.0,10.0
Da-Un Jung,"6' 4""","78""",Orthodox,"Dec 07, 1993",http://ufcstats.com/fighter-details/74f9448b97bf8bec,4.03,44.0,3.77,55.0,2.6,61.0,88.0,0.3,5.0
Kennedy Nzechukwu,"6' 5""","83""",Southpaw,"Jun 13, 1992",http://ufcstats.com/fighter-details/8667caa0451d245b,4.86,42.0,5.04,49.0,0.0,0.0,80.0,0.0,7.0
Kamaru Usman,"6' 0""","76""",Switch,"May 11, 1987",http://ufcstats.com/fighter-details/f1b2aa7853d1ed6e,4.66,52.0,2.59,58.0,3.0,49.0,100.0,0.1,15.0
Colby Covington,"5' 11""","72""",Orthodox,"Feb 22, 1988",http://ufcstats.com/fighter-details/dc9572dd6ec74859,4.14,38.0,3.09,55.0,4.1,46.0,72.0,0.1,15.0
Rose Namajunas,"5' 5""","65""",Orthodox,"Jun 29, 1992",http://ufcstats.com/fighter-details/47b63240018d5d86,4.01,41.0,3.88,59.0,1.78,56.0,51.0,0.7,12.0
Zhang Weili,"5' 4""","63""",Switch,"Aug 13, 1989",http://ufcstats.com/fighter-details/1ebe20ebbfa15e29,5.47,45.0,4.13,52.0,1.75,31.0,60.0,0.3,7.0
Marlon Vera,"5' 8""","70""",Switch,"Dec 02, 1992",http://ufcstats.com/fighter-details/7c7332319c14094c,4.08,51.0,4.27,50.0,0.82,42.0,69.0,1.3,18.0
Frankie Edgar,"5' 6""","68""",Orthodox,"Oct 16, 1981",http://ufcstats.com/fighter-details/f2688492b9a525a3,3.79,40.0,2.81,66.0,2.3,31.0,65.0,0.3,29.0
Shane Burgos,"5' 11""","75""",Orthodox,"Mar 19, 1991",http://ufcstats.com/fighter-details/98d961097baaf308,7.95,52.0,6.69,57.0,0.24,100.0,91.0,0.1,10.0
Billy Quarantillo,"5' 10""","70""",Orthodox,"Dec 08, 1988",http://ufcstats.com/fighter-details/aa171d55d4b5208f,7.74,59.0,5.8,40.0,1.37,21.0,57.0,1.4,7.0
Justin Gaethje,"5' 11""","70""",Orthodox,"Nov 14, 1988",http://ufcstats.com/fighter-details/9e8f6c728eb01124,7.5,60.0,7.81,55.0,0.0,0.0,73.0,0.0,9.0
Michael Chandler,"5' 8""","71""",Orthodox,"Apr 24, 1986",http://ufcstats.com/fighter-details/4b93a88f3b1de35b,5.17,46.0,4.98,44.0,1.73,33.0,71.0,1.1,5.0
Alex Pereira,"6' 4""","79""",Orthodox,"Jul 07, 1987",http://ufcstats.com/fighter-details/e5549c82bfb5582d,2.08,61.0,0.57,72.0,0.0,0.0,71.0,0.0,1.0
Andreas Michailidis,"6' 0""","76""",Orthodox,"Jul 18, 1988",http://ufcstats.com/fighter-details/79325a3c1a5c3bf4,3.91,51.0,3.91,50.0,1.78,33.0,0.0,0.0,3.0
Bobby Green,"5' 10""","71""",Orthodox,"Sep 09, 1986",http://ufcstats.com/fighter-details/887961364be5ceb3,5.51,51.0,3.56,62.0,1.45,39.0,72.0,0.3,23.0
Al Iaquinta,"5' 10""","70""",Orthodox,"Apr 30, 1987",http://ufcstats.com/fighter-details/59279a7c978f7da0,4.06,40.0,4.53,61.0,0.63,18.0,74.0,0.2,15.0
Phil Hawes,"6' 0""","77""",Orthodox,"Jan 08, 1989",http://ufcstats.com/fighter-details/547afe1017e72dbe,4.2,56.0,3.43,51.0,2.42,33.0,100.0,0.3,6.0
Nassourdine Imavov,"6' 3""","75""",Orthodox,"Mar 01, 1995",http://ufcstats.com/fighter-details/881bf86d4cba8578,4.29,56.0,2.23,55.0,0.62,20.0,72.0,2.5,4.0
Edmen Shahbazyan,"6' 2""","74""",Orthodox,"Nov 20, 1997",http://ufcstats.com/fighter-details/4144798612ef96e5,3.24,50.0,4.13,46.0,2.71,37.0,57.0,0.5,8.0
Ian Garry,"6' 3""","74""",Orthodox,"Nov 17, 1997",http://ufcstats.com/fighter-details/442c9011034ae1fd,3.61,64.0,4.41,56.0,0.0,0.0,100.0,0.0,1.0
Jordan Williams,"6' 1""","75""",Southpaw,"Oct 13, 1990",http://ufcstats.com/fighter-details/e26bd53b751d61d9,5.83,50.0,5.46,35.0,1.11,50.0,85.0,0.0,6.0
Chris Barnett,"5' 9""","75""",Orthodox,"Jun 14, 1986",http://ufcstats.com/fighter-details/7a5e8c94a86f9895,4.9,45.0,6.21,40.0,0.0,0.0,0.0,0.0,2.0
Gian Villante,"6' 3""","76""",Orthodox,"Aug 18, 1985",http://ufcstats.com/fighter-details/fcd448a2fe1a23cc,4.38,44.0,5.47,55.0,0.45,23.0,83.0,0.0,23.0
Dustin Jacoby,"6' 3""","76""",Orthodox,"Apr 04, 1988",http://ufcstats.com/fighter-details/e4277e87a789d687,5.2,48.0,3.63,58.0,0.3,40.0,58.0,0.0,8.0
John Allan,"6' 1""","75""",Orthodox,"Feb 22, 1993",http://ufcstats.com/fighter-details/6ebe96a116e79e52,3.56,42.0,5.74,52.0,1.4,71.0,50.0,0.8,4.0
Melsik Baghdasaryan,"5' 9""","70""",Southpaw,"Jan 28, 1992",http://ufcstats.com/fighter-details/a52bc1e62cf0b7c6,6.0,62.0,3.48,53.0,0.0,0.0,76.0,0.0,3.0
Bruno Souza,"5' 10""","70""",Orthodox,"Mar 07, 1996",http://ufcstats.com/fighter-details/0e5c4e72237461bb,3.07,44.0,5.0,39.0,0.0,0.0,0.0,0.0,1.0
Ode Osbourne,"5' 7""","73""",Southpaw,"Jan 09, 1992",http://ufcstats.com/fighter-details/6d68c1afe954f121,4.74,44.0,4.92,42.0,1.09,25.0,66.0,0.5,5.0
CJ Vergara,"5' 6""","68""",Orthodox,"Jun 18, 1991",http://ufcstats.com/fighter-details/077e3ace32b72be9,6.57,55.0,5.23,59.0,0.0,0.0,87.0,0.0,2.0
Glover Teixeira,"6' 2""","76""",Orthodox,"Oct 28, 1979",http://ufcstats.com/fighter-details/7ff97850e8c32bda,3.72,48.0,3.83,54.0,2.11,39.0,60.0,1.1,25.0
Jan Blachowicz,"6' 2""","78""",Orthodox,"Feb 24, 1983",http://ufcstats.com/fighter-details/99df7d0a2a08a8a8,3.59,49.0,2.79,53.0,1.14,53.0,65.0,0.2,18.0
Petr Yan,"5' 7""","67""",Switch,"Feb 11, 1993",http://ufcstats.com/fighter-details/d661ce4da776fc20,5.98,52.0,4.14,62.0,1.75,61.0,89.0,0.2,9.0
Cory Sandhagen,"5' 11""","70""",Switch,"Apr 20, 1992",http://ufcstats.com/fighter-details/65f09bacd3957381,6.42,44.0,4.5,55.0,0.71,33.0,67.0,0.4,10.0
Islam Makhachev,"5' 10""","70""",Southpaw,"Oct 27, 1991",http://ufcstats.com/fighter-details/275aca31f61ba28c,2.21,58.0,0.79,70.0,3.37,66.0,88.0,1.3,12.0
Dan Hooker,"6' 0""","75""",Switch,"Feb 13, 1990",http://ufcstats.com/fighter-details/193b9d1858bc4df3,4.9,47.0,4.61,52.0,0.9,36.0,78.0,0.2,18.0
Alexander Volkov,"6' 7""","80""",Orthodox,"Oct 24, 1988",http://ufcstats.com/fighter-details/279566840aa55bf2,4.86,57.0,2.95,54.0,0.53,70.0,73.0,0.1,11.0
Marcin Tybura,"6' 3""","78""",Orthodox,"Nov 09, 1985",http://ufcstats.com/fighter-details/c9cf753cfdf77fc2,3.65,49.0,3.44,54.0,1.54,32.0,82.0,0.1,15.0
Khamzat Chimaev,"6' 2""","75""",Orthodox,"May 01, 1994",http://ufcstats.com/fighter-details/767755fd74662dbf,8.68,77.0,0.08,75.0,4.65,66.0,0.0,5.8,4.0
Li Jingliang,"6' 0""","71""",Orthodox,"Mar 20, 1988",http://ufcstats.com/fighter-details/e64b96c07d7ce999,4.42,42.0,3.74,58.0,1.25,39.0,58.0,0.0,15.0
Magomed Ankalaev,"6' 3""","75""",Orthodox,"Jun 02, 1992",http://ufcstats.com/fighter-details/d802174b0c0c1f4e,3.6,55.0,2.05,62.0,1.15,31.0,85.0,0.0,9.0
Volkan Oezdemir,"6' 2""","75""",Orthodox,"Sep 19, 1989",http://ufcstats.com/fighter-details/0845c81e37d3bcb3,4.75,45.0,4.27,53.0,0.31,18.0,80.0,0.0,10.0
Amanda Ribas,"5' 3""","66""",Orthodox,"Aug 26, 1993",http://ufcstats.com/fighter-details/beecb672a279223e,4.65,42.0,2.17,70.0,1.99,47.0,86.0,1.5,7.0
Virna Jandiroba,"5' 3""","64""",Orthodox,"May 30, 1988",http://ufcstats.com/fighter-details/7dda2cf308f24a02,2.81,41.0,3.62,57.0,2.14,39.0,76.0,1.4,6.0
Zubaira Tukhugov,"5' 8""","68""",Orthodox,"Jan 15, 1991",http://ufcstats.com/fighter-details/aceffa19749c4dc0,2.94,39.0,2.84,65.0,2.46,43.0,100.0,0.0,8.0
Ricardo Ramos,"5' 9""","72""",Orthodox,"Aug 01, 1995",http://ufcstats.com/fighter-details/1ae8f3c723aacff4,3.32,38.0,3.84,57.0,2.61,58.0,72.0,0.6,9.0
Albert Duraev,"5' 11""","75""",Orthodox,"Jan 05, 1989",http://ufcstats.com/fighter-details/6b7c7460855dbbb9,3.95,51.0,2.33,56.0,1.62,20.0,50.0,1.6,2.0
Roman Kopylov,"6' 0""","75""",Southpaw,"May 04, 1991",http://ufcstats.com/fighter-details/9d83f6da776ff7d6,2.72,42.0,3.93,55.0,0.52,33.0,83.0,0.0,2.0
Elizeu Zaleski dos Santos,"5' 11""","73""",Orthodox,"Dec 11, 1986",http://ufcstats.com/fighter-details/8adcbd525fab8d9b,4.65,42.0,3.22,58.0,0.52,15.0,62.0,0.4,12.0
Benoit Saint Denis,"5' 11""","73""",Southpaw,"Dec 18, 1995",http://ufcstats.com/fighter-details/c2299ec916bc7c56,4.47,45.0,9.93,42.0,2.0,14.0,100.0,0.0,1.0
Michal Oleksiejczuk,"6' 0""","74""",Southpaw,"Feb 22, 1995",http://ufcstats.com/fighter-details/0d65c432720accb9,4.8,53.0,3.74,65.0,0.64,40.0,47.0,0.0,7.0
Shamil Gamzatov,"6' 2""","76""",Orthodox,"Aug 09, 1990",http://ufcstats.com/fighter-details/0d980975001ae3d8,5.35,48.0,3.46,51.0,0.0,0.0,50.0,0.0,2.0
Lerone Murphy,"5' 9""","73""",Orthodox,"Jul 22, 1991",http://ufcstats.com/fighter-details/396fe87b84ac2e1c,2.58,42.0,1.9,62.0,0.76,33.0,36.0,0.8,5.0
Makwan Amirkhani,"5' 10""","72""",Southpaw,"Nov 08, 1988",http://ufcstats.com/fighter-details/87a1dc546b1c5caf,1.37,44.0,2.43,51.0,4.12,43.0,57.0,1.1,11.0
Andre Petroski,"6' 0""","73""",Switch,"Jun 12, 1991",http://ufcstats.com/fighter-details/5f61780fe5e9b6d0,4.22,64.0,2.0,52.0,4.29,47.0,0.0,3.8,2.0
Hu Yaozong,"6' 3""","72""",Orthodox,"Apr 07, 1995",http://ufcstats.com/fighter-details/f1175ea3aafbf351,3.35,48.0,5.09,35.0,0.0,0.0,33.0,0.4,3.0
Tagir Ulanbekov,"5' 7""","70""",Southpaw,"Aug 07, 1991",http://ufcstats.com/fighter-details/f00ac08ab056af5d,2.13,39.0,2.4,52.0,4.5,56.0,55.0,0.5,2.0
Allan Nascimento,"5' 8""","69""",Orthodox,"Sep 11, 1991",http://ufcstats.com/fighter-details/253076a23d03dcd0,4.33,68.0,3.3,46.0,0.5,9.0,16.0,1.0,2.0
Marvin Vettori,"6' 0""","74""",Southpaw,"Sep 20, 1993",http://ufcstats.com/fighter-details/7acbb0972e75281a,4.35,45.0,3.48,59.0,2.04,45.0,76.0,0.6,12.0
Paulo Costa,"6' 1""","72""",Orthodox,"Apr 21, 1991",http://ufcstats.com/fighter-details/2e5c2aa8e4ab9d82,6.85,59.0,7.02,48.0,0.21,50.0,80.0,0.0,7.0
Grant Dawson,"5' 10""","72""",Switch,"Feb 20, 1994",http://ufcstats.com/fighter-details/99bd51917728c25d,3.06,50.0,2.05,49.0,3.36,32.0,40.0,1.3,7.0
Ricky Glenn,"6' 0""","70""",Southpaw,"Apr 12, 1989",http://ufcstats.com/fighter-details/814ff3018127e8fc,4.03,43.0,3.89,52.0,0.57,13.0,68.0,0.4,8.0
Jessica-Rose Clark,"5' 5""","64""",Orthodox,"Nov 28, 1987",http://ufcstats.com/fighter-details/6c8072b61c276e67,4.1,52.0,3.65,59.0,1.68,50.0,73.0,0.3,7.0
Joselyne Edwards,"5' 8""","70""",Orthodox,"Sep 29, 1995",http://ufcstats.com/fighter-details/f9ab66e67240db7b,3.47,54.0,2.96,44.0,0.33,16.0,47.0,0.3,3.0
Alex Caceres,"5' 10""","73""",Southpaw,"Jun 20, 1988",http://ufcstats.com/fighter-details/7aa3d6964eff4877,4.14,51.0,2.85,65.0,0.55,78.0,64.0,0.8,25.0
SeungWoo Choi,"6' 0""","74""",Orthodox,"Nov 03, 1992",http://ufcstats.com/fighter-details/a68575214ecad140,3.38,40.0,2.91,43.0,0.88,57.0,66.0,0.0,7.0
Francisco Trinaldo,"5' 9""","70""",Southpaw,"Aug 24, 1978",http://ufcstats.com/fighter-details/a8283a4f415e1eb9,3.04,43.0,2.62,60.0,1.03,44.0,59.0,0.5,24.0
Dwight Grant,"6' 1""","76""",Switch,"Sep 14, 1984",http://ufcstats.com/fighter-details/8be158ca1e5ea6a0,3.1,33.0,2.21,62.0,0.6,100.0,70.0,0.0,7.0
Nicolae Negumereanu,"6' 0""","78""",Orthodox,"Sep 04, 1994",http://ufcstats.com/fighter-details/8c57c7b8c3bab0eb,2.97,38.0,5.72,29.0,0.48,16.0,62.0,0.0,3.0
Ike Villanueva,"6' 1""","73""",Orthodox,"Apr 04, 1984",http://ufcstats.com/fighter-details/f9d0cae37dabfafc,4.35,40.0,7.91,37.0,0.74,50.0,100.0,0.0,5.0
Gregory Rodrigues,"6' 3""","75""",Orthodox,"Feb 17, 1992",http://ufcstats.com/fighter-details/d1c65d2cf2925ddd,5.99,57.0,4.35,58.0,2.94,50.0,100.0,0.0,3.0
Junyong Park,"5' 10""","73""",Orthodox,"Feb 27, 1991",http://ufcstats.com/fighter-details/285ae0b4a68221f4,4.69,48.0,3.83,52.0,2.62,57.0,47.0,0.5,5.0
Mason Jones,"5' 10""","74""",Orthodox,"Apr 26, 1995",http://ufcstats.com/fighter-details/f6ad6a1e4d600e0d,6.71,45.0,5.59,46.0,4.43,52.0,78.0,0.0,3.0
David Onama,"5' 11""","74""",Orthodox,"Jun 07, 1994",http://ufcstats.com/fighter-details/ffe9703408fb5964,6.0,58.0,5.8,44.0,0.0,0.0,42.0,0.0,1.0
Tabatha Ricci,"5' 1""","61""",Orthodox,"Feb 21, 1995",http://ufcstats.com/fighter-details/d25240135aee03e5,3.43,35.0,6.52,57.0,3.26,41.0,0.0,0.0,2.0
Maria Oliveira,"5' 5""","69""",Orthodox,"Dec 12, 1996",http://ufcstats.com/fighter-details/37d752ec41ed84bb,4.1,37.0,5.37,46.0,0.0,0.0,50.0,0.0,2.0
Laureano Staropoli,"6' 1""","71""",Orthodox,"Feb 27, 1993",http://ufcstats.com/fighter-details/a12a8314adc1c1c9,3.31,34.0,3.73,54.0,0.83,26.0,48.0,0.0,6.0
Jai Herbert,"6' 1""","77""",Orthodox,"May 13, 1988",http://ufcstats.com/fighter-details/4c88a1db5a46c6a4,2.18,36.0,2.81,44.0,0.0,0.0,30.0,0.0,3.0
Khama Worthy,"5' 11""","74""",Orthodox,"Oct 15, 1986",http://ufcstats.com/fighter-details/78e501478a36a018,4.18,48.0,4.45,46.0,0.0,0.0,57.0,0.7,5.0
Jeff Molina,"5' 6""","69""",Orthodox,"Jul 17, 1997",http://ufcstats.com/fighter-details/008ea710276c9606,8.72,50.0,6.12,53.0,0.0,0.0,37.0,0.0,3.0
Daniel Da Silva,"5' 6""","70""",Switch,"Jun 05, 1996",http://ufcstats.com/fighter-details/31bb0772f21cabd8,3.47,80.0,8.15,24.0,0.0,0.0,0.0,0.0,1.0
Randa Markos,"5' 4""","63""",Orthodox,"Aug 10, 1985",http://ufcstats.com/fighter-details/4a57ebb14315b251,2.97,43.0,3.1,58.0,1.12,28.0,52.0,0.2,18.0
Livinha Souza,"5' 3""","63""",Orthodox,"Mar 11, 1991",http://ufcstats.com/fighter-details/dab8cfbb6b1db10a,1.75,45.0,3.6,56.0,2.54,45.0,40.0,1.4,6.0
Jonathan Martinez,"5' 8""","70""",Southpaw,"Apr 20, 1994",http://ufcstats.com/fighter-details/f2477cf43c4975cc,4.53,46.0,3.86,58.0,0.42,37.0,72.0,0.0,8.0
Zviad Lazishvili,"5' 6""","69""",Orthodox,"Oct 25, 1991",http://ufcstats.com/fighter-details/41498c2d1a87b154,4.2,39.0,6.13,51.0,0.0,0.0,0.0,0.0,1.0
Norma Dumont,"5' 7""","67""",Orthodox,"Oct 01, 1990",http://ufcstats.com/fighter-details/d3f5d33d61cd00c9,3.96,50.0,2.2,67.0,1.28,45.0,100.0,0.0,4.0
Aspen Ladd,"5' 6""","66""",Orthodox,"Mar 01, 1995",http://ufcstats.com/fighter-details/d4691518d012b9e7,3.64,49.0,3.93,49.0,1.46,46.0,57.0,0.7,6.0
Andrei Arlovski,"6' 3""","77""",Orthodox,"Feb 04, 1979",http://ufcstats.com/fighter-details/3738e68d2261e60f,3.7,44.0,3.03,57.0,0.43,36.0,78.0,0.2,42.0
Carlos Felipe,"6' 0""","75""",Orthodox,"Jan 12, 1995",http://ufcstats.com/fighter-details/a2ea77e974c5889f,4.88,45.0,5.6,50.0,0.0,0.0,72.0,0.0,5.0
Jim Miller,"5' 8""","71""",Southpaw,"Aug 30, 1983",http://ufcstats.com/fighter-details/d1941565abf50b16,2.7,41.0,2.92,59.0,1.64,43.0,47.0,1.8,38.0
Erick Gonzalez,"5' 11""","75""",Orthodox,"Jan 20, 1992",http://ufcstats.com/fighter-details/a2ccf35a88346a91,2.68,37.0,6.11,33.0,2.87,50.0,50.0,0.0,1.0
Manon Fiorot,"5' 7""","65""",Orthodox,"Feb 17, 1990",http://ufcstats.com/fighter-details/34ff304266360297,7.1,42.0,2.55,70.0,1.87,50.0,100.0,0.0,4.0
Mayra Bueno Silva,"5' 6""","66""",Orthodox,"Aug 22, 1991",http://ufcstats.com/fighter-details/cc8c623cca88f54f,3.82,53.0,5.22,55.0,0.0,0.0,71.0,1.1,6.0
Nate Landwehr,"5' 9""","72""",Orthodox,"Jun 06, 1988",http://ufcstats.com/fighter-details/583ee11abddfc581,6.51,52.0,5.96,51.0,0.48,50.0,87.0,1.0,5.0
Ludovit Klein,"5' 7""","72""",Southpaw,"Feb 22, 1995",http://ufcstats.com/fighter-details/5b86d491d63890c5,3.35,52.0,4.58,45.0,2.1,44.0,50.0,0.0,3.0
Andrew Sanchez,"6' 1""","74""",Orthodox,"Apr 08, 1988",http://ufcstats.com/fighter-details/fccf811c1e8b01c7,4.3,43.0,5.1,50.0,2.55,36.0,100.0,0.0,10.0
Danny Roberts,"6' 1""","74""",Southpaw,"Jul 14, 1987",http://ufcstats.com/fighter-details/a6cba6bb66c1a8c9,3.24,43.0,3.01,54.0,0.3,11.0,56.0,0.3,11.0
Ramazan Emeev,"5' 10""","76""",Southpaw,"May 23, 1987",http://ufcstats.com/fighter-details/abd5fb12437eda21,2.52,45.0,2.02,66.0,2.29,29.0,66.0,0.6,7.0
Luana Carolina,"5' 6""","69""",Orthodox,"Jun 11, 1993",http://ufcstats.com/fighter-details/528b071cf3da7c56,4.49,50.0,2.85,48.0,0.0,0.0,88.0,1.2,5.0
Danaa Batgerel,"5' 7""","70""",Orthodox,"Jul 04, 1989",http://ufcstats.com/fighter-details/3b0a516d2921e0d6,6.28,39.0,2.73,61.0,0.0,0.0,57.0,0.0,5.0
Brandon Davis,"5' 10""","72""",Orthodox,"May 08, 1990",http://ufcstats.com/fighter-details/cc351e408bbb7d43,4.63,35.0,4.46,60.0,0.7,45.0,56.0,0.1,9.0
Ariane Carnelossi,"5' 2""","61""",Orthodox,"Nov 17, 1992",http://ufcstats.com/fighter-details/c0d5c0c95c59050b,4.21,40.0,5.52,47.0,2.39,62.0,25.0,0.5,3.0
Istela Nunes,"5' 4""","66""",Orthodox,"Jul 23, 1992",http://ufcstats.com/fighter-details/efc67b07eed39794,4.79,52.0,2.78,66.0,0.0,0.0,28.0,0.0,1.0
Marina Rodriguez,"5' 6""","65""",Orthodox,"Apr 29, 1987",http://ufcstats.com/fighter-details/cd2c4d30c6e13b47,5.05,49.0,3.0,57.0,0.22,33.0,67.0,0.2,9.0
Mackenzie Dern,"5' 4""","63""",Orthodox,"Mar 24, 1993",http://ufcstats.com/fighter-details/7447e9f28508106a,3.13,36.0,4.22,57.0,0.54,10.0,0.0,1.8,8.0
Randy Brown,"6' 3""","78""",Orthodox,"Jul 08, 1990",http://ufcstats.com/fighter-details/c6aee362c7a7d482,4.21,48.0,3.11,52.0,0.86,43.0,71.0,0.6,12.0
Jared Gooden,"6' 0""","77""",Orthodox,"Dec 05, 1993",http://ufcstats.com/fighter-details/c730a0be691dc081,5.16,45.0,7.59,49.0,0.65,100.0,85.0,0.0,4.0
Matheus Nicolau,"5' 6""","66""",Orthodox,"Jan 06, 1993",http://ufcstats.com/fighter-details/1a31ef98efce7a79,3.88,53.0,3.18,67.0,1.75,47.0,92.0,1.2,7.0
Tim Elliott,"5' 7""","66""",Southpaw,"Dec 24, 1986",http://ufcstats.com/fighter-details/c96d9178c9ed9e62,3.45,44.0,2.63,57.0,3.79,45.0,56.0,1.1,16.0
Mariya Agapova,"5' 6""","68""",Southpaw,"Apr 07, 1997",http://ufcstats.com/fighter-details/a08ddd04eaffd81d,5.2,53.0,4.63,53.0,0.85,66.0,33.0,0.8,4.0
Sabina Mazo,"5' 7""","70""",Orthodox,"Mar 25, 1997",http://ufcstats.com/fighter-details/70d2329a92864fdb,6.45,44.0,4.5,57.0,0.71,80.0,66.0,0.2,6.0
Chris Gutierrez,"5' 9""","67""",Orthodox,"Apr 22, 1991",http://ufcstats.com/fighter-details/45f0cc9d18f35137,4.63,59.0,2.5,62.0,0.48,37.0,75.0,0.2,7.0
Felipe Colares,"5' 8""","69""",Orthodox,"Mar 31, 1994",http://ufcstats.com/fighter-details/dbac0a413af64bbe,2.27,42.0,4.65,37.0,1.8,21.0,43.0,0.6,5.0
Alexandr Romanov,"6' 2""","75""",Southpaw,"Dec 11, 1990",http://ufcstats.com/fighter-details/c0badf3243907e59,4.26,52.0,1.43,43.0,5.58,65.0,20.0,1.3,5.0
Jared Vanderaa,"6' 4""","80""",Orthodox,"May 12, 1992",http://ufcstats.com/fighter-details/2b68d9f125d07b42,4.5,50.0,5.24,39.0,0.4,100.0,20.0,0.0,4.0
Damon Jackson,"5' 11""","71""",Switch,"Aug 08, 1988",http://ufcstats.com/fighter-details/29af297d9f1de0f8,2.54,38.0,3.25,48.0,2.48,33.0,35.0,2.5,6.0
Silvana Gomez Juarez,"5' 3""","65""",Orthodox,"Dec 06, 1984",http://ufcstats.com/fighter-details/b4880ef2f838d4e1,0.71,23.0,2.6,15.0,0.0,0.0,16.0,0.0,2.0
Steve Garcia,"6' 0""","75""",Southpaw,"May 22, 1992",http://ufcstats.com/fighter-details/97cf1a2c7c5e7889,4.46,58.0,2.2,42.0,1.91,44.0,100.0,0.5,3.0
Charlie Ontiveros,"6' 2""","78""",Switch,"Jul 04, 1991",http://ufcstats.com/fighter-details/318572f6f74b760d,0.7,32.0,4.6,26.0,0.0,0.0,25.0,0.0,2.0
Thiago Santos,"6' 2""","76""",Orthodox,"Jan 07, 1984",http://ufcstats.com/fighter-details/dea070ed4a2a8281,3.95,48.0,2.28,56.0,0.61,36.0,66.0,0.1,23.0
Johnny Walker,"6' 6""","82""",Orthodox,"Mar 30, 1992",http://ufcstats.com/fighter-details/c21f26bbde777573,3.42,59.0,2.81,40.0,0.24,100.0,62.0,0.7,9.0
Kevin Holland,"6' 3""","81""",Orthodox,"Nov 05, 1992",http://ufcstats.com/fighter-details/3a46b268013afede,3.67,54.0,2.34,56.0,0.9,45.0,50.0,0.5,14.0
Kyle Daukaus,"6' 3""","76""",Southpaw,"Feb 27, 1993",http://ufcstats.com/fighter-details/d6c0cdd7e467c440,3.19,53.0,2.61,40.0,1.88,27.0,85.0,1.9,5.0
Niko Price,"6' 0""","76""",Orthodox,"Sep 29, 1989",http://ufcstats.com/fighter-details/d8da10db80131bec,5.16,42.0,5.67,47.0,0.79,22.0,65.0,0.8,14.0
Alex Oliveira,"5' 11""","76""",Orthodox,"Feb 21, 1988",http://ufcstats.com/fighter-details/57b10fca4f9c9a7a,2.97,51.0,2.38,47.0,2.27,37.0,63.0,0.5,21.0
Krzysztof Jotko,"6' 1""","77""",Southpaw,"Aug 19, 1989",http://ufcstats.com/fighter-details/4e06913c91da5200,2.92,41.0,2.24,57.0,1.15,34.0,83.0,0.1,15.0
Misha Cirkunov,"6' 3""","77""",Orthodox,"Feb 27, 1987",http://ufcstats.com/fighter-details/67f272324a030d00,3.77,49.0,3.08,59.0,4.48,44.0,70.0,1.7,12.0
Alexander Hernandez,"5' 9""","72""",Orthodox,"Oct 01, 1992",http://ufcstats.com/fighter-details/262a7d06203657e6,3.79,36.0,3.82,59.0,1.57,35.0,62.0,0.0,9.0
Mike Breeden,"5' 10""","70""",Orthodox,"Apr 21, 1989",http://ufcstats.com/fighter-details/d80ee110748171ac,4.04,34.0,6.61,46.0,0.0,0.0,81.0,0.0,2.0
Jared Gordon,"5' 9""","68""",Orthodox,"Sep 06, 1988",http://ufcstats.com/fighter-details/7026eca45f65377b,5.22,56.0,3.12,59.0,2.54,39.0,50.0,0.0,9.0
Joe Solecki,"5' 9""","70""",Orthodox,"Aug 27, 1993",http://ufcstats.com/fighter-details/af65aa688d13eedf,2.64,62.0,1.58,49.0,2.85,52.0,50.0,0.6,5.0
Casey O'Neill,"5' 6""","69""",Orthodox,"Oct 07, 1997",http://ufcstats.com/fighter-details/04835018f90b118c,5.48,56.0,3.09,37.0,3.83,50.0,66.0,1.4,4.0
Antonina Shevchenko,"5' 8""","67""",Southpaw,"Nov 20, 1984",http://ufcstats.com/fighter-details/d7338bcb141abd2c,3.89,56.0,3.05,51.0,0.51,50.0,52.0,0.5,8.0
Karol Rosa,"5' 5""","67""",Orthodox,"Dec 30, 1994",http://ufcstats.com/fighter-details/351c4ec637380ad5,7.88,54.0,5.17,50.0,1.5,50.0,91.0,0.0,5.0
Bethe Correia,"5' 5""","64""",Orthodox,"Jun 22, 1983",http://ufcstats.com/fighter-details/673ea7dcc786b1b3,4.37,43.0,4.93,56.0,0.39,18.0,85.0,0.0,12.0
Jamie Mullarkey,"6' 0""","74""",Orthodox,"Aug 17, 1994",http://ufcstats.com/fighter-details/af9f42e6894047fc,3.03,40.0,4.45,45.0,3.5,32.0,66.0,0.4,4.0
Devonte Smith,"5' 9""","76""",Orthodox,"Jul 30, 1993",http://ufcstats.com/fighter-details/207773daeb4afa7b,5.1,52.0,3.86,54.0,0.53,100.0,80.0,0.5,6.0
